,transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,transaction_hour,transaction_day,is_senior_citizen,amount_category
2212,TX001860,AC00029,116.97,2023-07-12 16:52:00, Debit , Oklahoma City ,D000054,23.92.205.75,M041,ATM,18, Student ,299,1,729.7,2024-11-04 08:08:00,16,Wednesday,0,Low
2216,TX000145,AC00397,113.02,2023-09-25 16:54:00, Credit , Jacksonville ,,33.212.169.157,M019,Branch,69,Retired,166,1,"$6,077.96",2024-11-04 08:07:00,16,Monday,1,Low
2217,TX001261,AC00247,,2024-01-01 17:37:00,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29, Doctor ,274,1,"$5,599.81",2024-11-04 08:08:00,17,Monday,0,
2218,TX001269,AC00471,421.52,2023-08-15 17:35:00, Debit ,San Jose,D000035,177.172.184.163,M064,Branch,20,Student,67,1,369.86,2024-11-04 08:10:00,17,Tuesday,0,High
2219,TX001522,AC00139,,2023-07-26 17:56:00,Credit,San Diego,D000568,32.240.176.64,M074,Branch,57,Retired,233,1,4161.71,2024-11-04 08:10:00,17,Wednesday,0,
2220,TX002504,AC00427,270.25,2023-11-06 16:56:00,Debit, Tucson ,D000224,147.114.91.132,M065,ATM,31,Engineer,42,1,5414.97,2024-11-04 08:10:00,16,Monday,0,Medium
2221,TX000460,AC00499,376.79,2023-01-30 17:47:00,Debit, Milwaukee ,D000242,143.212.47.226,M039,Branch,68,Retired,265,1,7749.14,2024-11-04 08:08:00,17,Monday,1,High
2222,TX001322,AC00235,270.72,2023-03-27 17:25:00, Debit ,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,2024-11-04 08:12:00,17,Monday,0,Medium
2223,TX001817,AC00188,179.38,2023-03-13 17:16:00, Debit , Mesa ,D000218,199.59.68.207,M028,Online,40,Doctor,173,1,11666.18,2024-11-04 08:10:00,17,Monday,0,Medium
2224,TX002389,AC00183,155.56,2023-04-24 16:07:00, Credit ,,D000033,53.218.177.171,M014,Branch,19,Student,64,1,129.79,2024-11-04 08:07:00,16,Monday,0,Medium
2225,TX002340,AC00228,289.01,2023-08-28 16:41:00, Debit ,Miami,,191.91.45.159,M044,Online,66, Retired ,96,1,4226.26,2024-11-04 08:08:00,16,Monday,1,Medium
2226,TX002129,AC00082,18.14,2023-02-17 18:46:00, Credit , Milwaukee ,D000579,99.205.173.118,M097,ATM,58, Retired ,48,1,6020.85,2024-11-04 08:11:00,18,Friday,0,Low
2227,TX001437,AC00275,147.31,2023-06-12 17:10:00,Credit,Mesa,D000059,100.4.40.132,M005,Online,34, Doctor ,92,1,13625.52,2024-11-04 08:07:00,17,Monday,0,Medium
2228,TX000250,AC00126,73.55,2023-01-09 16:09:00,Debit,Atlanta,D000210,196.121.240.10,M086,ATM,51, Engineer ,158,1,2812.06,2024-11-04 08:11:00,16,Monday,0,Low
2229,TX000524,AC00043,320.14,2023-01-31 16:58:00,Debit, Milwaukee ,D000141,83.182.211.68,M021,Online,60,Retired,96,1,3075.97,2024-11-04 08:07:00,16,Tuesday,1,Medium
2230,TX001983,AC00439,308.94,2023-04-03 16:35:00,Debit,Los Angeles,D000650,49.20.211.229,M092,Online,25,Student,167,1,1931.66,2024-11-04 08:07:00,16,Monday,0,Medium
2231,TX000490,AC00256,166.68,2023-03-27 18:47:00,Debit, Mesa ,D000130,187.52.200.18,M008,ATM,57, Retired ,139,1,5141.19,2024-11-04 08:12:00,18,Monday,0,Medium
2232,TX000112,AC00318,,2023-03-21 16:29:00,Debit, New York ,D000536,44.197.126.59,M089,ATM,25,Student,180,1,985.06,2024-11-04 08:10:00,16,Tuesday,0,
2233,TX001957,AC00248,26.1,2023-12-01 17:45:00,Credit,,,170.154.69.105,M032,Branch,66,Doctor,115,1,5243.0,2024-11-04 08:10:00,17,Friday,1,Low
2234,TX000774,AC00141,61.97,2023-05-22 18:45:00, Debit ,Phoenix,,10.223.224.50,M056,ATM,74,Retired,95,1,7014.69,2024-11-04 08:10:00,18,Monday,1,Low
2235,TX001853,AC00304,73.01,2023-05-09 17:02:00, Debit ,Houston,D000402,193.217.248.188,M070,ATM,56,Retired,101,1,2833.12,2024-11-04 08:09:00,17,Tuesday,0,Low
2236,TX001154,AC00353,63.74,2023-09-12 17:50:00,Debit,Chicago,D000658,100.128.70.210,M092,Online,63,Retired,31,1,4336.4,2024-11-04 08:08:00,17,Tuesday,1,Low
2238,TX001341,AC00079,57.07,2023-08-25 16:30:00, Credit ,Boston,,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,2024-11-04 08:11:00,16,Friday,0,Low
2239,TX001875,AC00258,,2023-04-12 17:21:00,Credit,Portland,D000236,170.99.15.217,M061,Online,57,Retired,22,1,2229.56,2024-11-04 08:08:00,17,Wednesday,0,
2240,TX001839,AC00255,137.86,2023-08-28 16:16:00,Credit, Sacramento ,D000431,110.64.1.201,M096,Online,66,Doctor,120,1,8046.94,2024-11-04 08:11:00,16,Monday,1,Medium
2241,TX001802,AC00018,331.32,2023-06-05 17:24:00, Debit ,Sacramento,D000334,200.164.13.160,M078,Branch,61,Doctor,137,5,"$13,054.54",2024-11-04 08:07:00,17,Monday,1,High
2242,TX000294,AC00495,365.14,2023-12-01 18:46:00,Debit,Dallas,D000640,173.232.121.213,M002,Online,68,Retired,57,1,5894.09,2024-11-04 08:07:00,18,Friday,1,High
2243,TX001524,AC00246,3.65,2023-02-13 17:48:00, Debit ,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,2024-11-04 08:11:00,17,Monday,1,Low
2244,TX000194,AC00047,280.57,2023-01-27 17:35:00, Credit , Virginia Beach ,D000538,170.225.23.251,M017,Online,25, Student ,24,1,$293.24,2024-11-04 08:10:00,17,Friday,0,Medium
2245,TX001149,AC00352,349.34,2023-01-09 16:53:00, Credit , Indianapolis ,D000402,199.59.68.207,M047,ATM,28,Student,245,1,614.14,2024-11-04 08:10:00,16,Monday,0,High
2246,TX000392,AC00116,133.73,2023-05-16 16:21:00, Credit ,San Jose,D000664,83.80.89.29,M001,Online,25,Student,123,1,1872.22,2024-11-04 08:09:00,16,Tuesday,0,Medium
2247,TX000204,AC00380,51.0,2023-01-30 16:00:00, Debit ,Seattle,D000199,193.217.248.188,M063,Branch,64,Retired,107,1,4943.16,2024-11-04 08:08:00,16,Monday,1,Low
2248,TX001604,AC00405,,2023-01-11 18:07:00,Debit,,D000670,33.212.169.157,M054,ATM,70,Retired,140,1,"$1,983.65",2024-11-04 08:09:00,18,Wednesday,1,
2249,TX002440,AC00439,538.17,2023-09-26 17:27:00, Credit ,Washington,D000430,116.44.12.250,M055,Branch,27,Engineer,252,1,5908.04,2024-11-04 08:10:00,17,Tuesday,0,High
2250,TX001543,AC00291,,2023-01-25 17:12:00,Debit,,D000575,219.98.242.240,M097,ATM,53, Engineer ,68,1,"$7,089.90",2024-11-04 08:10:00,17,Wednesday,0,
2251,TX001655,AC00129,83.95,2023-06-14 16:16:00, Debit ,,D000288,60.89.202.192,M015,Online,75,Retired,170,1,7413.18,2024-11-04 08:06:00,16,Wednesday,1,Low
2252,TX000348,AC00034,202.11,2023-03-30 16:09:00,Debit, Memphis ,D000072,59.208.79.116,M005,ATM,27, Student ,18,1,$746.47,2024-11-04 08:10:00,16,Thursday,0,Medium
2253,TX000436,AC00452,778.49,2023-07-03 16:48:00,Credit, Omaha ,D000102,161.71.2.223,M054,Online,75, Retired ,107,1,7713.67,2024-11-04 08:09:00,16,Monday,1,High
2254,TX001105,AC00328,3.8,2023-08-01 16:13:00,Debit,Charlotte,D000286,8.244.162.185,M057,Online,65, Doctor ,174,1,"$5,766.96",2024-11-04 08:12:00,16,Tuesday,1,Low
2255,TX001464,AC00193,95.5,2023-05-22 16:24:00, Debit , Omaha ,D000362,177.116.108.246,M031,Online,57,Retired,17,1,4079.09,2024-11-04 08:08:00,16,Monday,0,Low
2256,TX000832,AC00386,39.69,2023-04-24 17:16:00,Debit,Austin,D000539,219.98.242.240,M089,Online,70, Retired ,163,1,3524.68,2024-11-04 08:07:00,17,Monday,1,Low
2257,TX000662,AC00006,158.56,2023-02-28 17:28:00,Debit,Sacramento,,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04 08:10:00,17,Tuesday,0,Medium
2258,TX000483,AC00148,366.21,2023-01-12 17:57:00,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62, Doctor ,181,1,10862.99,2024-11-04 08:11:00,17,Thursday,1,High
2259,TX000281,AC00133,255.04,2023-11-23 16:15:00,Debit,Seattle,D000206,98.39.212.221,M084,ATM,45, Engineer ,152,1,6217.86,2024-11-04 08:11:00,16,Thursday,0,Medium
2260,TX001223,AC00275,231.92,2023-07-10 18:00:00,Debit, Indianapolis ,D000280,47.82.77.181,M049,ATM,66, Doctor ,12,1,5715.08,2024-11-04 08:11:00,18,Monday,1,Medium
2261,TX000637,AC00357,100.99,2023-05-29 16:20:00,Debit,New York,D000466,109.105.179.186,M078,ATM,68, Doctor ,114,1,8865.27,2024-11-04 08:09:00,16,Monday,1,Low
2262,TX001328,AC00367,215.72,2023-10-11 18:04:00,Credit, Columbus ,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,2024-11-04 08:11:00,18,Wednesday,0,Medium
2263,TX000279,AC00009,74.85,2023-12-25 17:19:00,Debit, Raleigh ,,191.82.103.198,M091,ATM,72,Retired,117,1,2409.73,2024-11-04 08:11:00,17,Monday,1,Low
2264,TX001329,AC00167,490.76,2023-01-19 16:28:00, Debit , Columbus ,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,2024-11-04 08:09:00,16,Thursday,1,High
2265,TX001678,AC00133,88.06,2023-10-27 17:53:00,Credit,Raleigh,D000515,35.220.238.127,M016,Online,18,Student,288,1,1779.85,2024-11-04 08:09:00,17,Friday,0,Low
2266,TX001180,AC00456,78.5,2023-02-14 16:06:00, Credit ,San Jose,D000574,166.41.54.117,M007,Branch,31,Doctor,41,1,13991.5,2024-11-04 08:11:00,16,Tuesday,0,Low
2267,TX000225,AC00198,506.24,2023-01-13 16:44:00,Debit,Chicago,D000315,136.104.90.223,M077,ATM,58,Engineer,64,1,230.09,2024-11-04 08:11:00,16,Friday,0,High
2268,TX000021,AC00002,59.32,2023-02-28 16:36:00, Debit ,Los Angeles,D000152,116.44.12.250,M040,Branch,71,Retired,38,1,5750.89,2024-11-04 08:09:00,16,Tuesday,1,Low
2269,TX001005,AC00183,55.12,2023-09-18 16:19:00, Credit ,Houston,D000219,152.140.239.181,M021,Online,34, Engineer ,261,1,3791.99,2024-11-04 08:11:00,16,Monday,0,Low
2270,TX000716,AC00035,78.92,2023-06-15 18:57:00,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59, Engineer ,95,1,5624.86,2024-11-04 08:08:00,18,Thursday,0,Low
2271,TX001456,AC00015,774.48,2023-03-06 16:12:00,Debit,Louisville,D000233,76.136.92.235,M013,Branch,61, Doctor ,31,1,11613.58,2024-11-04 08:08:00,16,Monday,1,High
2272,TX000742,AC00164,388.65,2023-02-21 16:02:00,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,2024-11-04 08:08:00,16,Tuesday,1,High
2273,TX000004,AC00070,184.5,2023-05-05 16:32:00,Debit, Raleigh ,D000187,200.13.225.150,M002,Online,26,Student,25,1,8569.06,2024-11-04 08:09:00,16,Friday,0,Medium
2274,TX001703,AC00294,321.82,2023-07-14 16:20:00, Credit ,Raleigh,D000518,100.137.90.188,M049,Branch,32,Engineer,43,1,6500.5,2024-11-04 08:08:00,16,Friday,0,Medium
2275,TX000002,AC00455,376.24,2023-06-27 16:44:00,Debit,Houston,D000051,13.149.61.4,M052,ATM,68, Doctor ,141,1,13758.91,2024-11-04 08:09:00,16,Tuesday,1,High
2276,TX001067,AC00458,88.38,2023-01-17 16:10:00,Debit,Virginia Beach,D000100,19.20.13.234,M026,ATM,30,Engineer,138,1,3707.82,2024-11-04 08:08:00,16,Tuesday,0,Low
2277,TX000932,AC00050,38.81,2023-04-28 18:52:00,Credit,Virginia Beach,D000285,120.32.147.210,M001,Online,25,Student,145,1,1619.6,2024-11-04 08:12:00,18,Friday,0,Low
2278,TX000412,AC00210,242.03,2023-03-13 16:08:00, Debit ,Dallas,D000605,219.98.242.240,M014,Online,58,Engineer,124,1,4382.73,2024-11-04 08:07:00,16,Monday,0,Medium
2279,TX000930,AC00329,0.86,2023-02-13 17:49:00,Debit,Colorado Springs,D000082,120.16.186.17,M050,ATM,25, Student ,139,1,1357.22,2024-11-04 08:12:00,17,Monday,0,Low
2281,TX002464,AC00436,213.33,2023-08-28 16:41:00,Debit, Omaha ,D000319,60.197.167.40,M088,ATM,52,Retired,161,1,5400.44,2024-11-04 08:12:00,16,Monday,0,Medium
2282,TX002257,AC00314,317.53,2023-02-24 18:25:00,Debit,Miami,D000034,137.33.78.168,M070,Online,44,Engineer,104,1,6237.68,2024-11-04 08:06:00,18,Friday,0,Medium
2283,TX000644,AC00131,,2023-09-26 17:02:00,Debit, Detroit ,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2024-11-04 08:10:00,17,Tuesday,0,
2284,TX000655,AC00381,,2023-06-19 16:21:00, Debit ,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,2024-11-04 08:06:00,16,Monday,1,
2285,TX001227,AC00158,775.6,2023-08-21 17:43:00, Credit , Mesa ,D000627,73.108.76.238,M070,Branch,79,Retired,158,1,3898.64,2024-11-04 08:08:00,17,Monday,1,High
2286,TX002141,AC00394,519.62,2023-11-23 17:42:00, Credit ,Washington,D000046,51.250.46.149,M026,Online,71,Retired,40,1,4159.33,2024-11-04 08:06:00,17,Thursday,1,High
2288,TX000359,AC00331,166.13,2023-09-06 17:01:00,Debit,Omaha,D000473,29.168.185.63,M013,ATM,68, Doctor ,227,1,11822.53,2024-11-04 08:12:00,17,Wednesday,1,Medium
2289,TX002416,AC00459,,2023-02-13 16:03:00,Credit,Phoenix,,109.42.41.157,M051,Online,58,Doctor,108,1,12709.58,2024-11-04 08:09:00,16,Monday,0,
2290,TX000519,AC00067,167.2,2023-01-18 17:53:00,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,2024-11-04 08:06:00,17,Wednesday,0,Medium
2291,TX001492,AC00375,506.26,2023-12-18 18:26:00,Credit,Baltimore,D000670,200.136.146.93,M014,ATM,64,Retired,86,1,6266.65,2024-11-04 08:11:00,18,Monday,1,High
2292,TX000026,AC00041,7.49,2023-10-20 17:53:00,Credit,Houston,D000671,81.248.235.147,M043,Online,65,Retired,276,1,3634.67,2024-11-04 08:09:00,17,Friday,1,Low
2293,TX001191,AC00382,270.92,2023-04-21 17:03:00, Credit ,,D000108,171.101.134.74,M066,Branch,77,Retired,143,1,4574.43,2024-11-04 08:06:00,17,Friday,1,Medium
2294,TX000890,AC00278,425.18,2023-10-04 16:00:00, Credit ,Colorado Springs,D000496,77.92.193.22,M051,Online,26,Engineer,172,1,9880.71,2024-11-04 08:08:00,16,Wednesday,0,High
2295,TX000510,AC00266,96.89,2023-03-16 16:02:00,Debit,Sacramento,,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,2024-11-04 08:11:00,16,Thursday,0,Low
2297,TX000762,AC00201,384.1,2023-05-24 18:32:00,Debit,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1,672.79,2024-11-04 08:11:00,18,Wednesday,0,High
2298,TX000918,AC00402,330.61,2023-07-06 16:04:00,Credit,Nashville,D000648,186.54.68.246,M099,Branch,64,Retired,113,1,2525.25,2024-11-04 08:10:00,16,Thursday,1,Medium
2299,TX001385,AC00338,153.08,2023-11-27 16:57:00,Debit,Omaha,D000637,130.29.230.16,M057,ATM,24, Student ,201,1,1292.21,2024-11-04 08:09:00,16,Monday,0,Medium
2300,TX002161,AC00297,179.38,2023-08-10 18:31:00, Debit , Chicago ,D000499,112.56.160.202,M074,Online,30,Engineer,28,1,8741.51,2024-11-04 08:08:00,18,Thursday,0,Medium
2301,TX000269,AC00147,270.72,2023-07-03 18:01:00,Credit,Washington,D000508,26.240.219.199,M094,Online,26, Engineer ,53,1,6263.96,2024-11-04 08:11:00,18,Monday,0,Medium
2302,TX002096,AC00082,436.77,2023-09-28 16:14:00,Debit,Jacksonville,D000281,48.31.196.24,M075,ATM,20,Student,176,1,825.69,2024-11-04 08:09:00,16,Thursday,0,High
2303,TX001659,AC00171,165.55,2023-10-02 18:21:00, Debit ,Dallas,D000639,116.44.12.250,M061,Branch,28,Student,115,1,$761.78,2024-11-04 08:08:00,18,Monday,0,Medium
2304,TX000700,AC00116,261.69,2023-11-27 17:29:00, Debit ,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,2024-11-04 08:09:00,17,Monday,0,Medium
2305,TX002428,AC00374,245.62,2023-12-15 17:01:00,Debit,San Antonio,D000045,167.164.55.0,M021,Branch,23,Student,127,1,1879.82,2024-11-04 08:08:00,17,Friday,0,Medium
2306,TX000247,AC00415,34.07,2023-11-06 17:22:00,Debit, Philadelphia ,D000158,29.168.185.63,M080,Branch,22, Student ,81,1,"$8,709.77",2024-11-04 08:07:00,17,Monday,0,Low
2307,TX000086,AC00098,,2023-09-29 17:22:00,Credit, Austin ,D000574,165.114.224.47,M012,Online,54,Engineer,30,1,8654.28,2024-11-04 08:06:00,17,Friday,0,
2308,TX000801,AC00279,,2023-01-20 16:09:00,Debit,Austin,D000415,196.121.240.10,M005,Online,44,Doctor,108,1,11869.71,2024-11-04 08:07:00,16,Friday,0,
2309,TX001565,AC00393,28.38,2023-05-18 16:24:00, Debit , Sacramento ,D000700,149.84.108.18,M083,Branch,55,Doctor,98,1,173.7,2024-11-04 08:08:00,16,Thursday,0,Low
2310,TX000706,AC00137,,2023-12-12 16:17:00,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,"$1,730.28",2024-11-04 08:07:00,16,Tuesday,1,
2311,TX002021,AC00390,98.48,2023-02-16 17:14:00, Debit ,Miami,D000440,202.194.199.70,M090,Branch,47,Engineer,12,1,9538.92,2024-11-04 08:11:00,17,Thursday,0,Low
2312,TX002272,AC00295,308.85,2023-11-29 18:03:00,Credit,Los Angeles,,116.43.88.219,M030,Branch,20,Student,33,2,333.19,2024-11-04 08:08:00,18,Wednesday,0,Medium
2313,TX001167,AC00175,309.77,2023-05-08 16:31:00, Credit ,San Antonio,D000384,40.10.25.102,M010,Online,67, Retired ,137,1,4378.14,2024-11-04 08:06:00,16,Monday,1,Medium
2314,TX000479,AC00392,334.89,2023-07-20 18:23:00,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1,1661.68,2024-11-04 08:08:00,18,Thursday,0,High
2315,TX001739,AC00294,264.14,2023-07-28 17:36:00,Debit, Baltimore ,,195.237.152.198,M066,ATM,64,Doctor,125,1,"$8,459.26",2024-11-04 08:07:00,17,Friday,1,Medium
2316,TX001420,AC00090,109.48,2023-06-26 17:38:00, Debit ,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,"$7,372.47",2024-11-04 08:07:00,17,Monday,1,Low
2317,TX000245,AC00004,40.66,2024-01-01 16:08:00,Debit, Louisville ,D000214,148.25.159.90,M061,Branch,59,Retired,156,1,"$1,153.84",2024-11-04 08:11:00,16,Monday,0,Low
2318,TX001824,AC00137,31.39,2023-01-09 17:09:00,Debit,Tucson,D000214,186.57.149.225,M068,ATM,20, Student ,15,1,998.49,2024-11-04 08:06:00,17,Monday,0,Low
2319,TX000657,AC00014,427.0,2023-07-31 17:04:00,Credit,Oklahoma City,,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,2024-11-04 08:07:00,17,Monday,0,High
2320,TX000501,AC00433,120.9,2023-07-12 16:17:00,Debit,Tucson,,200.136.146.93,M074,Branch,40, Doctor ,52,1,9009.42,2024-11-04 08:08:00,16,Wednesday,0,Medium
2321,TX000956,AC00225,,2023-04-24 16:49:00, Credit ,Fresno,D000674,39.129.125.110,M026,Branch,41,Engineer,53,1,402.45,2024-11-04 08:09:00,16,Monday,0,
2322,TX000303,AC00466,61.43,2023-06-29 16:16:00, Debit ,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,1882.77,2024-11-04 08:08:00,16,Thursday,0,Low
2323,TX002507,AC00258,92.24,2023-04-13 17:45:00,Debit,Philadelphia,D000531,189.183.50.147,M076,Branch,60,Engineer,93,1,6937.48,2024-11-04 08:09:00,17,Thursday,1,Low
2324,TX002076,AC00427,,2023-01-09 17:22:00,Debit,Austin,D000443,81.67.222.238,M009,Branch,22, Student ,69,1,3363.23,2024-11-04 08:10:00,17,Monday,0,
2325,TX001347,AC00030,520.86,2023-03-20 16:29:00,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,2024-11-04 08:08:00,16,Monday,0,High
2326,TX001342,AC00403,395.27,2023-08-07 16:38:00,Credit,Miami,D000045,150.83.4.238,M085,Online,18,Student,167,1,"$1,764.08",2024-11-04 08:08:00,16,Monday,0,High
2327,TX000924,AC00129,,2023-06-05 16:27:00,Debit,Houston,D000651,147.119.62.178,M075,ATM,62,Doctor,105,1,9942.24,2024-11-04 08:10:00,16,Monday,1,
2328,TX001312,AC00136,78.62,2023-07-31 16:46:00,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,2024-11-04 08:08:00,16,Monday,0,Low
2329,TX000799,AC00304,74.73,2023-01-30 17:17:00,Credit,Jacksonville,D000566,92.180.81.50,M009,Branch,64,Retired,162,1,6353.22,2024-11-04 08:08:00,17,Monday,1,Low
2330,TX000087,AC00303,24.56,2023-10-20 17:27:00,Debit,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,2024-11-04 08:12:00,17,Friday,1,Low
2331,TX001722,AC00494,8.45,2023-02-10 17:45:00,Debit,Philadelphia,D000194,152.140.239.181,M022,ATM,22, Student ,141,1,"$1,115.30",2024-11-04 08:07:00,17,Friday,0,Low
2332,TX001104,AC00189,350.72,2023-08-02 16:37:00, Credit ,,D000679,46.150.175.171,M035,ATM,28,Student,48,1,1982.9,2024-11-04 08:07:00,16,Wednesday,0,High
2333,TX001369,AC00316,487.16,2023-01-02 16:01:00, Credit ,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,321.21,2024-11-04 08:12:00,16,Monday,0,High
2334,TX001362,AC00136,61.98,2023-01-03 18:18:00,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,2024-11-04 08:08:00,18,Tuesday,0,Low
2335,TX000485,AC00329,539.35,2023-05-22 17:34:00,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,2024-11-04 08:11:00,17,Monday,0,High
2336,TX000219,AC00070,890.24,2023-07-07 18:03:00,Credit,Las Vegas,D000223,28.149.72.129,M029,Online,33, Engineer ,161,1,5140.93,2024-11-04 08:07:00,18,Friday,0,High
2337,TX001995,AC00114,77.57,2023-12-13 17:02:00,Debit, Atlanta ,D000441,136.104.90.223,M091,Online,49,Doctor,225,1,12801.93,2024-11-04 08:07:00,17,Wednesday,0,Low
2338,TX000542,AC00314,65.09,2023-02-28 17:58:00, Credit ,Seattle,D000434,144.91.150.133,M066,Online,44,Engineer,159,1,9370.9,2024-11-04 08:09:00,17,Tuesday,0,Low
2339,TX000541,AC00093,,2023-04-25 17:33:00, Debit ,Mesa,D000401,59.132.247.252,M003,Online,19, Student ,179,1,162.53,2024-11-04 08:08:00,17,Tuesday,0,
2340,TX001816,AC00355,317.94,2023-01-25 17:46:00, Debit ,Los Angeles,,170.54.231.239,M091,ATM,54,Engineer,124,1,2996.51,2024-11-04 08:11:00,17,Wednesday,0,Medium
2341,TX001509,AC00435,71.87,2023-01-16 18:03:00,Debit,Nashville,D000039,110.247.153.70,M057,ATM,22, Student ,258,1,1839.1,2024-11-04 08:12:00,18,Monday,0,Low
2342,TX002280,AC00183,307.75,2023-04-12 17:54:00,Debit, Detroit ,,39.129.125.110,M085,Branch,64,Doctor,63,1,1061.58,2024-11-04 08:10:00,17,Wednesday,1,Medium
2343,TX000024,AC00453,345.84,2023-05-02 18:25:00, Debit , ##### ,D000162,191.82.103.198,M083,Online,22,Student,142,3,1402.5,2024-11-04 08:07:00,18,Tuesday,0,High
2344,TX000667,AC00361,114.35,2023-11-27 16:16:00,Credit, El Paso ,D000264,193.221.15.59,M025,Branch,41, Engineer ,21,1,469.12,2024-11-04 08:10:00,16,Monday,0,Low
2345,TX000704,AC00220,63.58,2023-09-11 17:43:00, Debit , Columbus ,D000081,163.129.70.210,M093,ATM,18, Student ,199,1,8086.04,2024-11-04 08:11:00,17,Monday,0,Low
2346,TX001647,AC00303,40.79,2023-11-17 16:40:00,Debit,Milwaukee,D000405,177.116.108.246,M061,ATM,18,Student,80,1,1769.33,2024-11-04 08:11:00,16,Friday,0,Low
2347,TX002342,AC00144,97.73,2023-05-29 17:55:00,Debit, Sacramento ,D000038,135.29.211.116,M018,Branch,69,Doctor,156,1,7885.21,2024-11-04 08:08:00,17,Monday,1,Low
2348,TX000374,AC00264,144.77,2023-07-17 16:48:00,Debit, ##### ,D000194,57.166.147.242,M007,Online,20, Student ,159,1,867.32,2024-11-04 08:10:00,16,Monday,0,Medium
2349,TX000385,AC00090,,2023-05-29 17:02:00,Debit,Los Angeles,D000277,161.161.26.115,M051,Online,67, Retired ,70,1,1692.15,2024-11-04 08:09:00,17,Monday,1,
2350,TX002148,AC00457,256.95,2023-05-04 16:37:00,Debit, San Diego ,,49.172.82.247,M047,Branch,26,Engineer,71,1,2531.24,2024-11-04 08:08:00,16,Thursday,0,Medium
2351,TX000336,AC00141,66.65,2023-10-17 16:58:00, Debit , ##### ,D000398,120.170.93.69,M100,ATM,37,Engineer,33,1,3559.96,2024-11-04 08:11:00,16,Tuesday,0,Low
2353,TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit, Milwaukee ,D000116,142.184.68.230,M014,Online,23, Student ,72,1,479.08,2024-11-04 08:08:00,17,Monday,0,Low
2354,TX001991,AC00206,436.8,2023-07-03 16:15:00, Debit ,Seattle,D000619,19.228.76.177,M082,Online,27,Student,92,1,1256.33,2024-11-04 08:10:00,16,Monday,0,High
2355,TX000477,AC00442,53.81,2023-10-16 16:55:00,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04 08:12:00,16,Monday,0,Low
2356,TX000172,AC00268,119.18,2023-08-25 18:01:00,Debit, Los Angeles ,D000309,7.105.184.86,M093,Branch,56,Retired,96,1,5516.5,2024-11-04 08:07:00,18,Friday,0,Medium
2357,TX001666,AC00241,112.66,2023-09-18 16:28:00, Debit , Philadelphia ,D000602,53.218.177.171,M049,Online,29,Engineer,176,3,852.98,2024-11-04 08:07:00,16,Monday,0,Low
2358,TX001796,AC00103,449.18,2023-12-25 17:01:00, Debit ,Denver,D000578,195.164.171.146,M006,Online,67, Retired ,50,1,"$1,025.99",2024-11-04 08:09:00,17,Monday,1,High
2359,TX001573,AC00425,299.92,2023-10-09 18:41:00,Debit,Denver,D000197,201.113.165.203,M007,ATM,27,Student,122,1,1368.0,2024-11-04 08:08:00,18,Monday,0,Medium
2360,TX002391,AC00004,136.31,2023-10-30 16:38:00, Debit ,,D000405,6.234.101.35,M055,Online,74, Retired ,65,1,4384.95,2024-11-04 08:08:00,16,Monday,1,Medium
